Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
UNITED STATES,USA,2020,12,P006,Pharmaceutical Products,Healthcare,North America,4898075,1249.0
Japan,JPN,2021,1,P003,Textile Materials,Textiles,asia,1855104,1939.0
United States,USA,2021,12,P010,Computer Hardware,Electronics,North America,3756109,1664.0
Australia,AUS,2021,4,P007,Automobiles,Automobile,oceania,3089125,932.0
United Kingdom,GBR,2020,8,P001,Crude Oil,Fuel,Europe,2023402,1217.0
JAPAN,JPN,2023,10,P002,Electronic Components,Electronics,Asia,167209,317.0
FRANCE,FRA,2020,9,P004,Industrial Machinery,Machinery,Europe,3313988,1987.0
Australia,AUS,2022,10,P010,Computer Hardware,Electronics,Oceania,2508807,1989.0
Brazil,BRA,2019,9,P002,Electronic Components,Electronics,south america,4451768,1805.0
,BRA,2020,8,P001,Crude Oil,Fuel,South America,2731802,586.0
Brazil,BRA,2021,3,P006,Pharmaceutical Products,Healthcare,South America,633599,1735.0
Australia,AUS,2019,5,P006,Pharmaceutical Products,Healthcare,Oceania,264480,1890.0
JAPAN,JPN,2020,4,P002,Electronic Components,Electronics,Asia,1091941,963.0
United States,USA,2020,8,P002,Electronic Components,Electronics,North America,671715,892.0
Australia,AUS,2019,4,P003,Textile Materials,Textiles,Oceania,2607407,1107.0
India,IND,2023,4,P010,Computer Hardware,Electronics,Asia,-90382,1089.0
United States,USA,2023,11,P004,industrial machinery,Machinery,north america,4572759,
China,CHN,2023,7,P009,Processed Foods,Food,Asia,3748531,924.0
Australia,AUS,2020,9,P007,Automobiles,Automobile,Oceania,1581593,1858.0
Canada,CAN,2023,7,P008,Steel Materials,Metals,North America,3696362,124.0
Brazil,BRA,2020,11,P003,Textile Materials,Textiles,South America,2388852,
Canada,CAN,2020,10,P001,Crude Oil,Fuel,North America,-160996,1703.0
Brazil,BRA,2023,9,P009,Processed Foods,Food,South America,-189837,235.0
Japan,JPN,2023,2,P004,Industrial Machinery,Machinery,Asia,2317461,1884.0
Brazil,BRA,2020,5,P001,Crude Oil,Fuel,South America,4019575,1791.0
Germany,DEU,2022,4,P003,Textile Materials,Textiles,europe,1327331,583.0
France,FRA,2022,2,P007,Automobiles,Automobile,Europe,1944279,676.0
France,FRA,2022,2,P006,Pharmaceutical Products,Healthcare,Europe,-87815,1310.0
Germany,DEU,2023,7,P006,Pharmaceutical Products,Healthcare,Europe,-403502,822.0
United Kingdom,GBR,2023,11,P001,Crude Oil,Fuel,Europe,2024096,1660.0
Australia,AUS,2019,9,P007,Automobiles,Automobile,Oceania,417256,1065.0
Germany,DEU,2023,12,P007,Automobiles,Automobile,Europe,-400298,1218.0
India,IND,2022,6,P004,Industrial Machinery,Machinery,Asia,4665895,1720.0
Brazil,BRA,2023,12,P001,Crude Oil,Fuel,South America,3329319,159.0
Germany,DEU,2021,4,P004,Industrial Machinery,Machinery,Europe,248526,1620.0
GERMANY,DEU,2023,9,P002,Electronic Components,Electronics,Europe,2487859,530.0
United Kingdom,GBR,2021,3,P009,Processed Foods,Food,Europe,2697010,70.0
United Kingdom,GBR,2022,9,P008,Steel Materials,Metals,europe,4097087,626.0
United States,USA,2023,7,P002,Electronic Components,Electronics,North America,2793007,154.0
Australia,AUS,2021,10,P002,Electronic Components,Electronics,Oceania,3177644,1709.0
China,CHN,2019,11,P008,Steel Materials,Metals,Asia,2484846,1007.0
Australia,AUS,2022,7,P003,Textile Materials,Textiles,Oceania,1336469,1192.0
Australia,AUS,2023,4,P007,Automobiles,Automobile,Oceania,2162063,623.0
Canada,CAN,2022,5,P003,Textile Materials,Textiles,North America,3319446,407.0
China,CHN,2020,7,P004,Industrial Machinery,Machinery,Asia,3218020,1080.0
China,CHN,2022,4,P004,industrial machinery,Machinery,Asia,4441804,1449.0
United Kingdom,GBR,2023,7,P009,Processed Foods,Food,Europe,202908,493.0
India,IND,2020,3,P007,Automobiles,Automobile,Asia,3742459,987.0
India,IND,2020,2,P005,,Agriculture,Asia,-468321,1997.0
France,FRA,2022,11,P007,Automobiles,Automobile,Europe,2774922,1457.0
Germany,DEU,2019,12,P007,Automobiles,Automobile,Europe,3643216,1700.0
China,CHN,2022,11,P001,Crude Oil,Fuel,Asia,4335584,1949.0
Germany,DEU,2020,5,P007,Automobiles,Automobile,Europe,-454187,293.0
Brazil,BRA,2022,5,P007,Automobiles,Automobile,South America,1616020,1946.0
United Kingdom,GBR,2021,5,P001,Crude Oil,Fuel,Europe,4941501,832.0
India,IND,2023,6,P006,Pharmaceutical Products,Healthcare,asia,1698396,1031.0
Brazil,BRA,2022,2,P004,Industrial Machinery,Machinery,South America,1984506,869.0
United States,USA,2022,3,P004,Industrial Machinery,Machinery,North America,1786280,1732.0
Japan,JPN,2022,6,P010,Computer Hardware,Electronics,Asia,3624645,506.0
India,IND,2020,2,P008,Steel Materials,Metals,asia,2164756,74.0
India,IND,2020,11,P004,industrial machinery,Machinery,Asia,205286,585.0
France,FRA,2021,3,P007,Automobiles,Automobile,Europe,4301201,284.0
Germany,DEU,2019,1,P003,Textile Materials,Textiles,Europe,3947915,1613.0
India,IND,2019,1,P007,Automobiles,Automobile,Asia,3793054,809.0
India,IND,2021,2,P007,Automobiles,Automobile,Asia,2642596,549.0
China,CHN,2021,1,P010,Computer Hardware,Electronics,Asia,153580,1065.0
United States,USA,2023,10,P004,Industrial Machinery,Machinery,North America,4848133,1258.0
Brazil,BRA,2022,4,P003,Textile Materials,Textiles,South America,2158725,1822.0
United States,USA,2019,10,P001,crude oil,Fuel,North America,4371521,1502.0
Brazil,BRA,2023,2,P003,Textile Materials,Textiles,South America,1960363,1365.0
United States,USA,2023,8,P010,Computer Hardware,Electronics,North America,4586792,918.0
United States,USA,2021,5,P002,Electronic Components,Electronics,North America,1253255,604.0
India,IND,2023,9,P005,Agricultural Goods,Agriculture,Asia,650717,1423.0
India,IND,2023,4,P010,Computer Hardware,Electronics,Asia,4800569,411.0
GERMANY,DEU,2022,3,P010,Computer Hardware,Electronics,Europe,2631051,135.0
Canada,CAN,2019,7,P010,Computer Hardware,Electronics,North America,3230222,644.0
Brazil,BRA,2019,4,P001,Crude Oil,Fuel,South America,-317666,763.0
France,FRA,2019,8,P008,Steel Materials,Metals,Europe,1157867,
,USA,2020,1,P010,computer hardware,Electronics,North America,644829,1921.0
United States,USA,2022,9,P007,Automobiles,Automobile,North America,1644770,1208.0
Australia,AUS,2023,2,P005,Agricultural Goods,Agriculture,Oceania,4725351,
Canada,CAN,2019,5,P009,Processed Foods,Food,North America,3474221,122.0
Canada,CAN,2023,2,P003,Textile Materials,Textiles,North America,928188,1731.0
Australia,AUS,2020,1,P005,Agricultural Goods,Agriculture,Oceania,4629278,1035.0
China,CHN,2023,6,P001,Crude Oil,Fuel,Asia,781376,138.0
India,IND,2023,6,P006,Pharmaceutical Products,Healthcare,Asia,3166784,780.0
United Kingdom,GBR,2021,5,P001,Crude Oil,Fuel,Europe,4838966,1410.0
India,IND,2021,5,P010,Computer Hardware,Electronics,Asia,2185827,798.0
Canada,CAN,2021,10,P010,Computer Hardware,Electronics,North America,1965580,1900.0
United Kingdom,GBR,2022,5,P009,Processed Foods,Food,europe,802620,947.0
United Kingdom,GBR,2023,5,P001,Crude Oil,Fuel,europe,3203331,1138.0
Australia,AUS,2019,12,P002,Electronic Components,Electronics,Oceania,2322141,137.0
Brazil,BRA,2020,4,P007,Automobiles,Automobile,South America,383253,221.0
Japan,JPN,2019,1,P004,Industrial Machinery,Machinery,Asia,1978052,481.0
Brazil,BRA,2022,11,P001,Crude Oil,Fuel,South America,4781166,797.0
Canada,CAN,2021,10,P004,Industrial Machinery,Machinery,North America,720898,1179.0
Canada,CAN,2019,11,P005,Agricultural Goods,Agriculture,North America,2796961,300.0
Japan,JPN,2019,7,P005,Agricultural Goods,Agriculture,Asia,1283642,548.0
France,FRA,2022,10,P007,Automobiles,Automobile,Europe,2772764,531.0
China,CHN,2021,5,P004,Industrial Machinery,Machinery,Asia,1184875,674.0
CANADA,CAN,2021,8,P010,Computer Hardware,Electronics,North America,3252543,1341.0
India,IND,2019,8,P002,electronic components,Electronics,Asia,4011182,1981.0
United Kingdom,GBR,2020,6,P001,Crude Oil,Fuel,Europe,4093900,244.0
Australia,AUS,2022,2,P001,Crude Oil,Fuel,Oceania,3788685,1782.0
United Kingdom,GBR,2022,5,P008,Steel Materials,Metals,Europe,3099543,55.0
China,CHN,2022,7,P009,Processed Foods,Food,Asia,998115,344.0
Japan,JPN,2022,7,P006,Pharmaceutical Products,Healthcare,Asia,3333989,538.0
Canada,CAN,2020,11,P008,Steel Materials,Metals,North America,1138037,896.0
United Kingdom,GBR,2019,7,P008,Steel Materials,Metals,Europe,1640340,193.0
Germany,DEU,2023,12,P005,Agricultural Goods,Agriculture,Europe,1640571,1718.0
Japan,JPN,2023,12,P005,Agricultural Goods,Agriculture,Asia,1042395,1843.0
,GBR,2023,2,P008,Steel Materials,Metals,Europe,4213823,256.0
United States,USA,2022,7,P006,Pharmaceutical Products,Healthcare,North America,3554226,69.0
UNITED KINGDOM,GBR,2023,9,P002,Electronic Components,Electronics,Europe,1171444,1162.0
FRANCE,FRA,2022,12,P006,Pharmaceutical Products,Healthcare,Europe,4298295,198.0
United Kingdom,GBR,2022,4,P009,Processed Foods,Food,europe,4158220,806.0
United States,USA,2022,11,P007,Automobiles,Automobile,north america,4888121,779.0
France,FRA,2019,11,P007,Automobiles,Automobile,Europe,-391981,1042.0
France,FRA,2022,6,P009,Processed Foods,Food,Europe,3945524,
Canada,CAN,2020,9,P002,Electronic Components,Electronics,North America,4532855,1590.0
Brazil,BRA,2021,9,P005,Agricultural Goods,Agriculture,South America,4680913,97.0
France,FRA,2021,3,P010,Computer Hardware,Electronics,Europe,2820318,203.0
United Kingdom,GBR,2022,4,P007,Automobiles,Automobile,Europe,3145338,1355.0
France,FRA,2022,4,P010,Computer Hardware,Electronics,Europe,248796,1816.0
AUSTRALIA,AUS,2022,10,P004,Industrial Machinery,Machinery,Oceania,4821475,732.0
India,IND,2021,4,P004,Industrial Machinery,Machinery,Asia,502188,1788.0
Germany,DEU,2020,4,P005,Agricultural Goods,Agriculture,Europe,2600735,1035.0
China,CHN,2020,11,P002,Electronic Components,Electronics,Asia,3986256,161.0
Australia,AUS,2019,3,P008,Steel Materials,Metals,Oceania,1616370,807.0
India,IND,2022,11,P008,Steel Materials,Metals,asia,4403551,192.0
France,FRA,2022,5,P007,Automobiles,Automobile,Europe,1713654,516.0
Canada,CAN,2022,12,P002,,Electronics,North America,447897,1975.0
United States,USA,2019,4,P001,Crude Oil,Fuel,north america,872642,1153.0
Brazil,BRA,2020,1,P008,Steel Materials,Metals,south america,4050710,226.0
China,CHN,2022,3,P001,Crude Oil,Fuel,Asia,3758218,1522.0
United Kingdom,GBR,2019,11,P002,Electronic Components,Electronics,Europe,3113831,505.0
Japan,JPN,2023,6,P008,Steel Materials,Metals,Asia,3929988,75.0
CANADA,CAN,2022,9,P007,Automobiles,Automobile,north america,579662,1956.0
Australia,AUS,2022,5,P008,steel materials,Metals,Oceania,3128275,1788.0
Canada,CAN,2021,5,P001,Crude Oil,Fuel,North America,2327467,1648.0
Brazil,BRA,2019,1,P003,Textile Materials,Textiles,south america,4377201,1457.0
France,FRA,2023,10,P005,Agricultural Goods,Agriculture,Europe,3786978,1398.0
India,IND,2021,12,P008,Steel Materials,Metals,Asia,1346273,1017.0
JAPAN,JPN,2019,12,P001,Crude Oil,Fuel,Asia,1614908,421.0
Brazil,BRA,2023,5,P009,Processed Foods,Food,South America,4800936,1089.0
Japan,JPN,2021,8,P004,Industrial Machinery,Machinery,asia,4789017,212.0
Australia,AUS,2021,11,P001,Crude Oil,Fuel,Oceania,2100736,562.0
United States,USA,2023,1,P005,Agricultural Goods,Agriculture,North America,4184465,967.0
India,IND,2023,8,P006,Pharmaceutical Products,Healthcare,Asia,2761877,1619.0
United States,USA,2021,12,P007,Automobiles,Automobile,North America,3678600,178.0
United States,USA,2021,7,P001,Crude Oil,Fuel,North America,2950857,676.0
China,CHN,2022,9,P006,Pharmaceutical Products,Healthcare,Asia,2977439,1304.0
India,IND,2020,2,P004,Industrial Machinery,Machinery,Asia,432903,1930.0
FRANCE,FRA,2021,5,P009,Processed Foods,Food,Europe,349699,1165.0
Japan,JPN,2023,10,P003,,Textiles,Asia,4796091,91.0
China,CHN,2020,12,P004,Industrial Machinery,Machinery,Asia,4592748,1082.0
China,CHN,2021,4,P003,Textile Materials,Textiles,Asia,3605672,1940.0
France,FRA,2023,12,P007,Automobiles,Automobile,Europe,3243224,420.0
Canada,CAN,2022,4,P002,Electronic Components,Electronics,North America,475605,1458.0
Canada,CAN,2022,2,P009,Processed Foods,Food,North America,283710,1586.0
Brazil,BRA,2020,7,P001,Crude Oil,Fuel,South America,4878127,563.0
Australia,AUS,2022,5,P010,Computer Hardware,Electronics,Oceania,4819790,759.0
United Kingdom,GBR,2021,3,P009,Processed Foods,Food,Europe,-488055,663.0
United Kingdom,GBR,2022,6,P007,Automobiles,Automobile,Europe,1408461,1586.0
France,FRA,2021,2,P003,Textile Materials,Textiles,Europe,1176894,822.0
India,IND,2019,10,P009,,Food,Asia,4831980,662.0
Brazil,BRA,2022,4,P003,Textile Materials,Textiles,South America,2490837,78.0
Brazil,BRA,2023,3,P005,Agricultural Goods,Agriculture,South America,4227829,1985.0
Australia,AUS,2019,1,P008,Steel Materials,Metals,Oceania,508350,1450.0
United States,USA,2020,6,P003,Textile Materials,Textiles,North America,2901545,364.0
India,IND,2022,6,P007,Automobiles,Automobile,Asia,1684358,801.0
Canada,CAN,2022,1,P001,Crude Oil,Fuel,North America,62975,1767.0
United Kingdom,GBR,2021,4,P008,Steel Materials,Metals,Europe,3758381,1494.0
United States,USA,2022,11,P002,Electronic Components,Electronics,North America,101901,1775.0
Canada,CAN,2019,9,P009,Processed Foods,Food,North America,4199655,1048.0
Australia,AUS,2020,4,P007,Automobiles,Automobile,oceania,4550139,470.0
United States,USA,2022,3,P006,Pharmaceutical Products,Healthcare,North America,390448,1321.0
Brazil,BRA,2022,11,P001,crude oil,Fuel,South America,2255797,1884.0
India,IND,2022,2,P009,Processed Foods,Food,asia,2038303,643.0
Germany,DEU,2023,4,P008,Steel Materials,Metals,Europe,3242378,1378.0
United States,USA,2022,11,P003,Textile Materials,Textiles,North America,-348975,1581.0
China,CHN,2022,10,P007,Automobiles,Automobile,asia,862061,1934.0
United States,USA,2023,8,P005,Agricultural Goods,Agriculture,North America,3166997,523.0
United States,USA,2019,4,P009,Processed Foods,Food,North America,503925,1254.0
United Kingdom,GBR,2020,11,P009,Processed Foods,Food,Europe,3092586,561.0
Australia,AUS,2021,6,P003,Textile Materials,Textiles,Oceania,4698051,1935.0
Canada,CAN,2020,3,P003,Textile Materials,Textiles,North America,4144210,361.0
Brazil,BRA,2020,9,P002,Electronic Components,Electronics,South America,3461716,151.0
Brazil,BRA,2021,6,P008,Steel Materials,Metals,South America,1111952,424.0
Canada,CAN,2020,12,P001,Crude Oil,Fuel,North America,4876835,100.0
,AUS,2023,10,P008,Steel Materials,Metals,Oceania,3029142,1065.0
United Kingdom,GBR,2021,8,P005,Agricultural Goods,Agriculture,Europe,4588623,294.0
Japan,JPN,2021,4,P010,Computer Hardware,Electronics,Asia,3283408,351.0
China,CHN,2023,6,P007,Automobiles,Automobile,Asia,113335,1977.0
China,CHN,2023,6,P006,Pharmaceutical Products,Healthcare,asia,1477461,1818.0
France,FRA,2020,9,P006,pharmaceutical products,Healthcare,Europe,4610750,453.0
Brazil,BRA,2023,7,P009,Processed Foods,Food,South America,3692256,140.0
United States,USA,2021,12,P001,Crude Oil,Fuel,North America,4293821,359.0
Brazil,BRA,2021,1,P001,crude oil,Fuel,South America,2252335,1666.0
United Kingdom,GBR,2020,8,P007,automobiles,Automobile,Europe,-410533,1874.0
Canada,CAN,2023,11,P002,Electronic Components,Electronics,North America,2547856,551.0
Australia,AUS,2023,9,P010,Computer Hardware,Electronics,Oceania,2112820,1019.0
Brazil,BRA,2019,7,P006,Pharmaceutical Products,Healthcare,South America,2007898,1737.0
Canada,CAN,2019,10,P001,Crude Oil,Fuel,North America,3317815,1676.0
Canada,CAN,2022,2,P006,Pharmaceutical Products,Healthcare,North America,4429115,1430.0
United Kingdom,GBR,2023,7,P008,Steel Materials,Metals,Europe,4954463,242.0
India,IND,2020,3,P010,Computer Hardware,Electronics,Asia,876552,94.0
Australia,AUS,2022,2,P004,industrial machinery,Machinery,Oceania,4467782,1334.0
China,CHN,2022,4,P010,Computer Hardware,Electronics,Asia,3785952,312.0
Australia,AUS,2020,2,P001,Crude Oil,Fuel,Oceania,2406544,452.0
Canada,CAN,2020,10,P008,Steel Materials,Metals,North America,4913515,1217.0
China,CHN,2019,6,P004,Industrial Machinery,Machinery,asia,1347057,354.0
China,CHN,2019,8,P004,Industrial Machinery,Machinery,Asia,1282181,1624.0
GERMANY,DEU,2021,3,P007,Automobiles,Automobile,Europe,298073,1358.0
United Kingdom,GBR,2019,10,P001,Crude Oil,Fuel,Europe,4337081,561.0
UNITED KINGDOM,GBR,2019,12,P002,Electronic Components,Electronics,Europe,30280,1764.0
United Kingdom,GBR,2019,2,P001,Crude Oil,Fuel,Europe,897223,1904.0
India,IND,2023,1,P004,Industrial Machinery,Machinery,Asia,4441110,1380.0
Canada,CAN,2023,2,P002,Electronic Components,Electronics,North America,-235633,614.0
United States,USA,2021,7,P008,Steel Materials,Metals,North America,38662,136.0
France,FRA,2020,8,P002,Electronic Components,Electronics,Europe,2315944,761.0
France,FRA,2021,3,P001,Crude Oil,Fuel,Europe,1425640,605.0
France,FRA,2022,9,P002,Electronic Components,Electronics,Europe,1121071,779.0
United Kingdom,GBR,2021,9,P009,,Food,Europe,4135804,155.0
Canada,CAN,2022,7,P006,Pharmaceutical Products,Healthcare,North America,3135698,
India,IND,2020,1,P005,Agricultural Goods,Agriculture,Asia,1596206,92.0
AUSTRALIA,AUS,2021,10,P002,Electronic Components,Electronics,Oceania,3416701,815.0
United States,USA,2023,1,P007,Automobiles,Automobile,North America,20904,1732.0
Australia,AUS,2021,5,P002,Electronic Components,Electronics,Oceania,2064130,535.0
Germany,DEU,2021,2,P010,Computer Hardware,Electronics,Europe,4408335,973.0
France,FRA,2019,6,P005,Agricultural Goods,Agriculture,Europe,2328445,217.0
Canada,CAN,2020,6,P002,electronic components,Electronics,North America,3974408,1314.0
Germany,DEU,2023,8,P008,Steel Materials,Metals,Europe,66224,1690.0
China,CHN,2020,1,P010,Computer Hardware,Electronics,Asia,4317229,167.0
INDIA,IND,2019,7,P010,Computer Hardware,Electronics,Asia,1068485,1347.0
India,IND,2019,7,P006,Pharmaceutical Products,Healthcare,Asia,3836074,527.0
AUSTRALIA,AUS,2023,8,P009,,Food,Oceania,1157671,992.0
Brazil,BRA,2022,11,P002,Electronic Components,Electronics,South America,373601,1065.0
India,IND,2019,6,P010,Computer Hardware,Electronics,Asia,1381908,1802.0
Australia,AUS,2021,8,P007,Automobiles,Automobile,Oceania,-335935,579.0
Brazil,BRA,2022,2,P005,Agricultural Goods,Agriculture,South America,2389965,1919.0
India,IND,2022,5,P001,Crude Oil,Fuel,Asia,4153503,456.0
INDIA,IND,2019,6,P003,Textile Materials,Textiles,Asia,701926,1616.0
United Kingdom,GBR,2021,11,P008,Steel Materials,Metals,Europe,3379308,262.0
Japan,JPN,2022,4,P010,Computer Hardware,Electronics,Asia,3055210,
Germany,DEU,2021,2,P002,Electronic Components,Electronics,Europe,423541,1196.0
United States,USA,2019,10,P010,Computer Hardware,Electronics,North America,1153448,1468.0
United States,USA,2023,4,P009,Processed Foods,Food,North America,3403897,1758.0
United Kingdom,GBR,2019,8,P006,Pharmaceutical Products,Healthcare,Europe,2387362,1157.0
Japan,JPN,2019,9,P005,Agricultural Goods,Agriculture,Asia,1154412,602.0
United Kingdom,GBR,2023,2,P010,Computer Hardware,Electronics,Europe,-26329,1096.0
United Kingdom,GBR,2023,1,P008,Steel Materials,Metals,Europe,1133043,583.0
GERMANY,DEU,2022,6,P009,Processed Foods,Food,Europe,1931573,527.0
Australia,AUS,2022,11,P010,Computer Hardware,Electronics,Oceania,644173,323.0
BRAZIL,BRA,2022,8,P009,processed foods,Food,South America,4898923,1444.0
China,CHN,2021,4,P005,Agricultural Goods,Agriculture,Asia,165524,1908.0
United Kingdom,GBR,2020,8,P003,Textile Materials,Textiles,Europe,480952,565.0
Japan,JPN,2023,5,P006,Pharmaceutical Products,Healthcare,Asia,-227348,1045.0
Canada,CAN,2023,8,P005,Agricultural Goods,Agriculture,North America,1123787,918.0
Brazil,BRA,2023,12,P010,Computer Hardware,Electronics,South America,3239199,935.0
China,CHN,2020,2,P002,Electronic Components,Electronics,Asia,4710382,378.0
